miRNA,Lung_F1,Lung_F2,Lung_F3,Lung_M1,Lung_M2,Lung_M3
mmu-miR-1b-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-200a-3p,10965.0,12217.0,6885.0,8175.0,9560.0,11907.0
mmu-miR-200a-5p,181.0,162.0,110.0,116.0,142.0,188.0
mmu-miR-200b-3p,14730.0,12864.0,5516.0,8437.0,9941.0,11475.0
mmu-miR-200b-5p,66.0,70.0,27.0,95.0,153.0,138.0
mmu-miR-200c-3p,3247.0,3298.0,1992.0,2247.0,2918.0,2743.0
mmu-miR-200c-5p,4.0,8.0,0.0,0.0,5.0,7.0
mmu-miR-201-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-201-5p,10.0,10.0,0.0,4.0,8.0,9.0
mmu-miR-202-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-202-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-203-3p,5633.0,3954.0,2029.0,3267.0,3529.0,4756.0
mmu-miR-203-5p,0.0,7.0,3.0,15.0,10.0,18.0
mmu-miR-203b-3p,0.0,36.0,3.0,0.0,0.0,0.0
mmu-miR-203b-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-204-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-204-5p,180.0,177.0,44.0,99.0,200.0,219.0
mmu-miR-205-3p,0.0,5.0,0.0,6.0,0.0,13.0
mmu-miR-205-5p,102.0,208.0,62.0,130.0,117.0,522.0
mmu-miR-206-3p,0.0,0.0,0.0,0.0,0.0,8.0
mmu-miR-206-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-207,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-208a-3p,9.0,144.0,31.0,213.0,21.0,504.0
mmu-miR-208a-5p,0.0,7.0,0.0,12.0,0.0,21.0
mmu-miR-208b-3p,915.0,477.0,156.0,422.0,406.0,461.0
mmu-miR-208b-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-20a-3p,49.0,45.0,9.0,79.0,64.0,89.0
mmu-miR-20a-5p,861.0,900.0,393.0,610.0,704.0,763.0
mmu-miR-20b-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-20b-5p,22.0,22.0,0.0,24.0,18.0,26.0
mmu-miR-210-3p,209.0,356.0,131.0,213.0,287.0,317.0
mmu-miR-210-5p,8.0,11.0,3.0,20.0,16.0,11.0
mmu-miR-211-3p,0.0,0.0,0.0,0.0,0.0,4.0
mmu-miR-211-5p,43.0,63.0,5.0,110.0,91.0,210.0
mmu-miR-212-3p,42.0,18.0,6.0,30.0,65.0,49.0
mmu-miR-212-5p,39.0,25.0,9.0,84.0,101.0,70.0
mmu-miR-2136,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-2137,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-2139,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-214-3p,960.0,808.0,341.0,1495.0,1533.0,1873.0
mmu-miR-214-5p,103.0,113.0,30.0,83.0,75.0,107.0
mmu-miR-215-3p,6.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-215-5p,122.0,77.0,59.0,112.0,98.0,193.0
mmu-miR-216a-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-216a-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-216b-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-216b-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-216c-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-216c-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-217-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-217-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-218-1-3p,31.0,26.0,9.0,52.0,56.0,47.0
mmu-miR-218-2-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-218-5p,1240.0,1219.0,470.0,937.0,916.0,1191.0
mmu-miR-2183,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-219a-1-3p,42.0,28.0,8.0,43.0,50.0,40.0
mmu-miR-219a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-219a-5p,44.0,63.0,18.0,36.0,17.0,42.0
mmu-miR-219b-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-219b-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-219c-3p,0.0,7.0,0.0,6.0,5.0,4.0
mmu-miR-219c-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-21a-3p,126.0,665.0,432.0,1126.0,1339.0,1700.0
mmu-miR-21a-5p,130927.0,97877.0,55658.0,62230.0,74279.0,88105.0
mmu-miR-21b,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-21c,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-22-3p,92896.0,93894.0,37015.0,177489.0,221656.0,236958.0
mmu-miR-22-5p,121.0,123.0,43.0,84.0,138.0,124.0
mmu-miR-221-3p,7724.0,6209.0,3415.0,5228.0,7034.0,7094.0
mmu-miR-221-5p,280.0,266.0,96.0,668.0,809.0,778.0
mmu-miR-222-3p,4454.0,2995.0,2784.0,4214.0,5707.0,4880.0
mmu-miR-222-5p,20.0,19.0,10.0,26.0,25.0,37.0
mmu-miR-223-3p,825.0,806.0,297.0,1199.0,1441.0,2330.0
mmu-miR-223-5p,19.0,15.0,8.0,55.0,81.0,91.0
mmu-miR-224-3p,0.0,5.0,0.0,5.0,5.0,0.0
mmu-miR-224-5p,285.0,196.0,75.0,439.0,531.0,546.0
mmu-miR-23a-3p/23b-3p,41233.0,33753.0,15796.0,57734.0,76945.0,74267.0
mmu-miR-23a-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-23b-5p,7.0,5.0,3.0,8.0,9.0,13.0
mmu-miR-24-1-5p,187.0,183.0,85.0,266.0,245.0,350.0
mmu-miR-24-2-5p,4924.0,4160.0,1986.0,11362.0,13201.0,14771.0
mmu-miR-24-3p,74199.0,74850.0,39191.0,142989.0,119689.0,205570.0
mmu-miR-25-3p,9636.0,8751.0,5102.0,8526.0,9782.0,11306.0
mmu-miR-25-5p,14.0,7.0,6.0,28.0,37.0,28.0
mmu-miR-26a-1-3p,12.0,9.0,3.0,0.0,8.0,5.0
mmu-miR-26a-2-3p,53.0,56.0,21.0,27.0,30.0,65.0
mmu-miR-26a-5p,1020040.0,719891.0,303685.0,1904331.0,2211675.0,2440008.0
mmu-miR-26b-3p,61.0,42.0,21.0,191.0,262.0,247.0
mmu-miR-26b-5p,106833.0,90333.0,48461.0,92107.0,90931.0,138842.0
mmu-miR-27a-3p/27b-3p,237639.0,229545.0,98711.0,349907.0,397920.0,450295.0
mmu-miR-27a-5p,48.0,54.0,44.0,81.0,105.0,108.0
mmu-miR-27b-5p,172.0,117.0,71.0,158.0,257.0,201.0
mmu-miR-2861,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-28a-3p,292.0,549.0,342.0,458.0,565.0,600.0
mmu-miR-28a-5p/28c,789.0,677.0,260.0,1015.0,1258.0,1504.0
mmu-miR-28b,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-290a-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-290a-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-290b-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-290b-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-291a-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-291a-5p/291b-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-291b-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-292a-3p,0.0,0.0,0.0,0.0,4.0,0.0
mmu-miR-292a-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-292b-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-292b-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-293-3p,0.0,0.0,0.0,0.0,0.0,4.0
mmu-miR-293-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-294-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-294-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-295-3p,0.0,5.0,4.0,3.0,9.0,5.0
mmu-miR-295-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-296-3p,0.0,0.0,0.0,7.0,11.0,8.0
mmu-miR-296-5p,12.0,12.0,6.0,5.0,11.0,18.0
mmu-miR-297a-3p/297b-3p/297c-3p,2.0,3.0,0.0,3.0,0.0,8.0
mmu-miR-297a-5p,0.0,0.0,0.0,0.0,11.0,9.0
mmu-miR-297b-5p,4.0,0.0,0.0,5.0,7.0,0.0
mmu-miR-297c-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-298-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-298-5p,15.0,18.0,10.0,55.0,52.0,70.0
mmu-miR-299a-3p/299b-3p,7.0,22.0,8.0,6.0,5.0,15.0
mmu-miR-299a-5p/299b-5p,8.0,19.0,5.0,2.0,4.0,6.0
mmu-miR-29a-3p,25330.0,20732.0,5444.0,30422.0,33866.0,43289.0
mmu-miR-29a-5p,135.0,135.0,42.0,64.0,73.0,85.0
mmu-miR-29b-1-5p,9.0,10.0,0.0,17.0,19.0,19.0
mmu-miR-29b-2-5p,40.0,37.0,12.0,20.0,29.0,31.0
mmu-miR-29b-3p,2350.0,2867.0,549.0,2511.0,2727.0,3466.0
mmu-miR-29c-3p,3898.0,3534.0,895.0,3859.0,4182.0,5451.0
mmu-miR-29c-5p,170.0,185.0,73.0,121.0,112.0,137.0
mmu-miR-300-3p,143.0,172.0,61.0,131.0,125.0,196.0
mmu-miR-300-5p,4.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-301a-3p,5118.0,4528.0,1226.0,1963.0,2224.0,2665.0
mmu-miR-301a-5p,6.0,7.0,4.0,8.0,8.0,14.0
mmu-miR-301b-3p,32.0,15.0,7.0,23.0,41.0,42.0
mmu-miR-301b-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-302a-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-302a-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-302b-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-302b-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-302c-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-302c-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-302d-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-302d-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3057-3p,3.0,0.0,0.0,0.0,8.0,0.0
mmu-miR-3057-5p,71.0,47.0,47.0,134.0,139.0,133.0
mmu-miR-3058-3p,0.0,0.0,0.0,6.0,4.0,9.0
mmu-miR-3058-5p,0.0,0.0,0.0,0.0,5.0,6.0
mmu-miR-3059-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3059-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3060-3p,0.0,0.0,0.0,15.0,15.0,11.0
mmu-miR-3060-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3061-3p,31.0,15.0,11.0,32.0,33.0,37.0
mmu-miR-3061-5p,7.0,6.0,4.0,15.0,13.0,16.0
mmu-miR-3062-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3062-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3063-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3063-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3064-3p,7.0,4.0,2.0,0.0,2.0,8.0
mmu-miR-3064-5p,0.0,0.0,0.0,0.0,7.0,0.0
mmu-miR-3065-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3065-5p,0.0,0.0,0.0,0.0,4.0,9.0
mmu-miR-3066-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3066-5p,19.0,12.0,6.0,8.0,13.0,10.0
mmu-miR-3067-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3067-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3068-3p,248.0,166.0,79.0,192.0,235.0,318.0
mmu-miR-3068-5p,209.0,244.0,78.0,26.0,52.0,69.0
mmu-miR-3069-3p,0.0,0.0,0.0,0.0,6.0,0.0
mmu-miR-3069-5p,0.0,4.0,0.0,0.0,0.0,0.0
mmu-miR-3070-2-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3070-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3070-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3071-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3071-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3072-3p,0.0,0.0,0.0,0.0,2.0,0.0
mmu-miR-3072-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3073a-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3073a-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3073b-3p,0.0,2.0,0.0,0.0,0.0,0.0
mmu-miR-3073b-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3074-1-3p,15.0,17.0,0.0,18.0,19.0,33.0
mmu-miR-3074-2-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3074-5p,15.0,10.0,0.0,29.0,37.0,47.0
mmu-miR-3075-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3075-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3076-3p,6.0,0.0,0.0,14.0,8.0,0.0
mmu-miR-3076-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3077-3p,0.0,0.0,0.0,0.0,0.0,4.0
mmu-miR-3077-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3078-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3078-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3079-3p,0.0,0.0,0.0,0.0,6.0,0.0
mmu-miR-3079-5p,7.0,0.0,0.0,10.0,8.0,8.0
mmu-miR-3080-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3080-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3081-3p,0.0,0.0,7.0,11.0,4.0,0.0
mmu-miR-3081-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3082-3p,108.0,0.0,0.0,267.0,228.0,346.0
mmu-miR-3082-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3083-3p,0.0,0.0,0.0,5.0,0.0,0.0
mmu-miR-3083-5p,0.0,2.0,0.0,4.0,6.0,7.0
mmu-miR-3083b-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3083b-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3084-3p,67.0,60.0,10.0,191.0,163.0,193.0
mmu-miR-3084-5p,3.0,4.0,0.0,9.0,7.0,12.0
mmu-miR-3085-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3085-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3086-3p,4.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3086-5p,44.0,31.0,21.0,34.0,43.0,42.0
mmu-miR-3087-3p,0.0,0.0,0.0,0.0,0.0,7.0
mmu-miR-3087-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3088-3p,4.0,5.0,0.0,6.0,0.0,18.0
mmu-miR-3088-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3089-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3089-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3090-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3090-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3091-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3091-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3092-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3092-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3093-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3093-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3094-3p,0.0,0.0,0.0,0.0,0.0,3.0
mmu-miR-3094-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3095-3p,6.0,0.0,0.0,3.0,2.0,0.0
mmu-miR-3095-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3097-3p,0.0,0.0,0.0,0.0,0.0,10.0
mmu-miR-3097-5p,0.0,0.0,0.0,0.0,0.0,3.0
mmu-miR-3098-3p,0.0,0.0,0.0,0.0,12.0,10.0
mmu-miR-3098-5p,0.0,0.0,0.0,3.0,0.0,6.0
mmu-miR-3099-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3099-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-30a-3p,6100.0,11888.0,6007.0,7381.0,12552.0,9416.0
mmu-miR-30a-5p,2041665.0,1893587.0,838941.0,1837774.0,1923336.0,2535211.0
mmu-miR-30b-3p,585.0,553.0,271.0,517.0,702.0,772.0
mmu-miR-30b-5p,32168.0,31242.0,10523.0,20460.0,27305.0,27360.0
mmu-miR-30c-1-3p,35.0,18.0,6.0,104.0,107.0,137.0
mmu-miR-30c-2-3p,417.0,597.0,416.0,683.0,1108.0,911.0
mmu-miR-30c-5p,95782.0,76016.0,29440.0,57419.0,76378.0,78324.0
mmu-miR-30d-3p,1543.0,1202.0,518.0,1160.0,1276.0,1530.0
mmu-miR-30d-5p,432994.0,357096.0,179073.0,491162.0,524018.0,647880.0
mmu-miR-30e-3p,2137.0,2555.0,1418.0,1590.0,2809.0,2018.0
mmu-miR-30e-5p,133905.0,122150.0,46057.0,81618.0,89765.0,112925.0
mmu-miR-30f,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-31-3p,41.0,48.0,15.0,20.0,21.0,33.0
mmu-miR-31-5p,830.0,635.0,417.0,1649.0,2039.0,2276.0
mmu-miR-3100-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3100-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3101-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3101-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3102-3p,306.0,209.0,98.0,281.0,406.0,354.0
mmu-miR-3102-3p.2-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3102-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3102-5p.2-5p,2.0,0.0,0.0,7.0,10.0,16.0
mmu-miR-3103-3p,14.0,4.0,4.0,13.0,10.0,19.0
mmu-miR-3103-5p,0.0,0.0,0.0,0.0,6.0,7.0
mmu-miR-3104-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3104-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3105-3p,17.0,21.0,5.0,26.0,23.0,29.0
mmu-miR-3105-5p,0.0,0.0,0.0,0.0,3.0,4.0
mmu-miR-3106-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3106-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3108-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3108-5p,0.0,0.0,0.0,2.0,0.0,0.0
mmu-miR-3109-3p,6.0,5.0,4.0,23.0,25.0,30.0
mmu-miR-3109-5p,0.0,3.0,0.0,0.0,4.0,6.0
mmu-miR-3110-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3110-5p,4.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3112-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3112-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3113-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3113-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3154,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-32-3p,17.0,15.0,6.0,29.0,34.0,37.0
mmu-miR-32-5p,316.0,322.0,104.0,190.0,241.0,305.0
mmu-miR-320-3p,2273.0,1712.0,1208.0,2146.0,2746.0,3098.0
mmu-miR-320-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-322-3p,1568.0,1601.0,671.0,2208.0,2533.0,3154.0
mmu-miR-322-5p,12202.0,14888.0,4964.0,25115.0,25657.0,34331.0
mmu-miR-323-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-323-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-324-3p,76.0,114.0,0.0,94.0,118.0,97.0
mmu-miR-324-5p,399.0,366.0,203.0,303.0,401.0,455.0
mmu-miR-325-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-325-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-326-3p,326.0,396.0,125.0,1304.0,1387.0,1672.0
mmu-miR-326-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-327,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-328-3p,3012.0,2367.0,1155.0,8062.0,10607.0,10861.0
mmu-miR-328-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-329-3p,11.0,13.0,4.0,4.0,2.0,8.0
mmu-miR-329-5p,9.0,38.0,10.0,9.0,18.0,22.0
mmu-miR-33-3p,23.0,38.0,10.0,24.0,32.0,29.0
mmu-miR-33-5p,17.0,24.0,12.0,30.0,41.0,51.0
mmu-miR-330-3p,89.0,83.0,23.0,109.0,158.0,167.0
mmu-miR-330-5p,284.0,319.0,118.0,659.0,889.0,784.0
mmu-miR-331-3p,115.0,129.0,57.0,61.0,91.0,68.0
mmu-miR-331-5p,6.0,18.0,8.0,47.0,57.0,62.0
mmu-miR-335-3p,697.0,620.0,172.0,232.0,298.0,337.0
mmu-miR-335-5p,2033.0,1849.0,787.0,1856.0,1903.0,2582.0
mmu-miR-337-3p,12.0,20.0,7.0,10.0,13.0,24.0
mmu-miR-337-5p,12.0,20.0,8.0,20.0,25.0,36.0
mmu-miR-338-3p,2671.0,2396.0,522.0,4505.0,5402.0,6246.0
mmu-miR-338-5p,84.0,75.0,27.0,109.0,159.0,164.0
mmu-miR-339-3p,146.0,198.0,86.0,276.0,265.0,378.0
mmu-miR-339-5p,438.0,441.0,162.0,742.0,790.0,1021.0
mmu-miR-340-3p,121.0,92.0,50.0,305.0,338.0,411.0
mmu-miR-340-5p,3302.0,3741.0,1872.0,2173.0,2323.0,3294.0
mmu-miR-341-3p,6.0,30.0,6.0,5.0,0.0,21.0
mmu-miR-341-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-342-3p,3033.0,2656.0,938.0,4708.0,4474.0,6453.0
mmu-miR-342-5p,0.0,12.0,7.0,49.0,79.0,78.0
mmu-miR-343,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-344-3p,15.0,47.0,23.0,25.0,28.0,22.0
mmu-miR-344-5p/344b-5p/344i,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-344b-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-344c-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-344c-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-344d-1-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-344d-2-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-344d-3-5p,0.0,0.0,0.0,2.0,0.0,0.0
mmu-miR-344d-3p,13.0,11.0,6.0,11.0,31.0,26.0
mmu-miR-344e-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-344e-5p/344h-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-344f-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-344f-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-344g-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-344g-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-344h-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-345-3p,165.0,324.0,222.0,420.0,535.0,534.0
mmu-miR-345-5p,332.0,411.0,129.0,169.0,215.0,259.0
mmu-miR-346-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-346-5p,0.0,0.0,0.0,0.0,0.0,9.0
mmu-miR-3470a,94.0,189.0,54.0,95.0,232.0,268.0
mmu-miR-3470b,506.0,977.0,250.0,218.0,453.0,636.0
mmu-miR-3471,15.0,24.0,0.0,18.0,23.0,34.0
mmu-miR-3472,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3473a,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3473b/3473e,0.0,0.0,0.0,0.0,0.0,11.0
mmu-miR-3473c,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3473d,30.0,50.0,0.0,43.0,59.0,42.0
mmu-miR-3473f,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3473g,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3473h-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3474,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3475-3p,0.0,0.0,0.0,0.0,4.0,0.0
mmu-miR-3475-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-34a-3p,11.0,14.0,0.0,2.0,5.0,7.0
mmu-miR-34a-5p,1565.0,1464.0,630.0,809.0,981.0,1184.0
mmu-miR-34b-3p,1435.0,1320.0,666.0,3501.0,4330.0,4706.0
mmu-miR-34b-5p,2275.0,3059.0,674.0,1336.0,1155.0,2237.0
mmu-miR-34c-3p,541.0,506.0,289.0,860.0,994.0,1500.0
mmu-miR-34c-5p,65552.0,55767.0,23424.0,55669.0,51999.0,84841.0
mmu-miR-350-3p,119.0,94.0,41.0,113.0,219.0,202.0
mmu-miR-350-5p,41.0,62.0,28.0,76.0,99.0,111.0
mmu-miR-351-3p,13.0,18.0,10.0,46.0,68.0,77.0
mmu-miR-351-5p,26591.0,32081.0,24316.0,46752.0,57099.0,60204.0
mmu-miR-3535,239.0,154.0,78.0,354.0,366.0,472.0
mmu-miR-3544-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3544-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3547-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3547-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3552,0.0,0.0,0.0,3.0,2.0,5.0
mmu-miR-3569-3p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3569-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-3572-3p,13.0,0.0,0.0,0.0,18.0,0.0
mmu-miR-3572-5p,0.0,0.0,0.0,0.0,0.0,0.0
mmu-miR-361-3p,1187.0,817.0,365.0,907.0,1068.0,1170.0
mmu-miR-361-5p,1457.0,1292.0,445.0,1882.0,2337.0,2459.0
